City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,novyy urengoy,66.0833,76.6333,4.46,96,98,11.92,RU,1707530826
278,puerto baquerizo moreno,-0.9,-89.6,78.57,86,58,8.61,EC,1707530963
279,sint michiel liber,12.15,-68.9833,80.42,74,20,17.27,CW,1707530963
280,nykobing falster,54.7691,11.8743,37.09,95,100,10.0,DK,1707530963
281,isangel,-19.55,169.2667,80.13,91,100,13.24,VU,1707530963
282,sajir,25.1825,44.5996,60.67,41,65,14.54,SA,1707530963
283,ad-damazin,11.7891,34.3592,76.69,22,1,7.16,SD,1707530963
284,songling,31.1933,120.7176,47.01,60,0,7.52,CN,1707530963
285,harper,4.375,-7.7169,79.43,88,24,6.15,LR,1707530964
286,la passe,45.5549,-0.8967,52.03,98,100,2.98,FR,1707530964
287,saldanha,-33.0117,17.9442,64.49,82,0,17.63,ZA,1707530964
288,roswell,34.0232,-84.3616,56.98,82,0,3.44,US,1707530964
289,laguna,38.421,-121.4238,52.09,69,0,5.75,US,1707530937
290,alice springs,-23.7,133.8833,96.22,31,40,13.8,AU,1707530964
291,sandnessjoen,66.0217,12.6316,14.52,80,86,15.84,NO,1707530964
292,scone,56.4194,-3.4051,39.96,83,100,14.0,GB,1707530964
293,nicoya,10.1483,-85.452,74.97,72,37,10.2,CR,1707530964
294,zawoja,49.644,19.5423,44.28,38,100,4.32,PL,1707530964
295,berlin,52.5244,13.4105,46.42,97,40,5.99,DE,1707530886
296,governador dix sept rosado,-5.4589,-37.5208,80.76,79,100,11.68,BR,1707530965
297,geraldton,-28.7667,114.6,106.21,9,0,19.57,AU,1707530777
298,muroto-misakicho,33.2833,134.15,51.13,55,81,10.4,JP,1707530965
299,marine corps base hawaii - mcbh,21.4453,-157.7513,76.96,83,35,3.0,US,1707530965
300,illizi,26.4833,8.4667,62.35,11,100,6.71,DZ,1707530965
301,thompson,55.7435,-97.8558,3.36,85,100,6.91,CA,1707530965
302,hami,42.8,93.45,28.85,53,9,5.06,CN,1707530965
303,kurnool,15.8309,78.0425,72.14,82,7,12.26,IN,1707530965
304,recife,-8.0539,-34.8811,84.24,74,40,8.05,BR,1707530743
305,mutoko,-17.397,32.2268,60.48,80,97,3.31,ZW,1707530965
306,argo,37.6333,22.7333,51.78,59,94,4.34,GR,1707530965
307,dryden,49.7833,-92.7503,14.29,85,100,9.22,CA,1707530966
308,stornoway,58.2093,-6.3865,39.16,82,100,19.57,GB,1707530966
309,mogocha,53.7333,119.7667,0.25,92,99,1.81,RU,1707530966
310,happy valley-goose bay,53.3168,-60.3315,25.93,97,100,1.81,CA,1707530966
311,kudahuvadhoo,2.6708,72.8944,81.82,70,61,13.6,MV,1707530966
312,hamilton,39.1834,-84.5333,57.43,83,75,10.36,US,1707530682
313,myeik,12.4333,98.6,80.1,75,42,3.49,MM,1707530966
314,fisterra,42.9049,-9.2629,50.02,66,95,23.62,ES,1707530966
315,mangrol,21.1167,70.1167,64.78,33,0,11.72,IN,1707530959
316,birjand,32.8663,59.2211,42.93,29,8,5.53,IR,1707530966
317,gebeit,21.0667,36.3167,59.95,83,0,1.63,SD,1707530966
318,pohang,36.0322,129.365,40.06,48,0,13.42,KR,1707530967
319,barra de santo antonio,-9.4047,-35.5072,79.88,78,98,11.99,BR,1707530967
320,sungjibaegam,41.2428,128.7989,13.64,63,88,7.25,KP,1707530967
321,palangkaraya,-2.2,113.8333,76.3,96,100,0.89,ID,1707530840
322,tarawa,1.419,172.984,81.39,84,100,17.65,KI,1707530967
323,mejit,10.2753,170.8646,79.16,82,100,25.43,MH,1707530967
324,villa elisa,-25.3667,-57.6167,73.45,91,100,2.93,PY,1707530967
325,puerto san jose,13.9256,-90.8244,76.91,75,0,3.47,GT,1707530967
326,lionel town,17.8101,-77.2406,78.69,84,0,6.82,JM,1707530967
327,serowe,-22.3833,26.7167,72.28,71,98,5.68,BW,1707530967
328,san mariano,7.5,126.0,81.05,70,55,6.76,PH,1707530968
329,crane,31.3974,-102.3501,57.51,24,100,7.61,US,1707530968
330,moyale,3.5167,39.0584,74.57,41,2,12.82,KE,1707530968
331,alpine,32.835,-116.7664,48.87,90,75,0.0,US,1707530968
332,vanimo,-2.6741,141.3028,80.62,79,100,3.15,PG,1707530968
333,chachapoyas,-6.2317,-77.869,55.49,97,97,3.74,PE,1707530968
334,nadym,65.5333,72.5167,-0.92,97,100,15.41,RU,1707530968
335,vernon,50.2581,-119.2691,33.6,68,60,1.74,CA,1707530968
336,ulsteinvik,62.3432,5.8487,26.73,66,100,8.01,NO,1707530968
337,al khums,32.6486,14.2619,61.29,36,90,15.99,LY,1707530968
338,yanbu,24.0891,38.0637,66.24,77,20,4.61,SA,1707530968
339,upata,8.0086,-62.3989,78.19,74,98,8.66,VE,1707530969
340,adi keyh,14.8444,39.3772,56.75,45,0,3.87,ER,1707530969
341,dwarka,22.2394,68.9678,68.99,42,2,10.8,IN,1707530969
342,vilyuysk,63.7553,121.6247,-17.45,96,100,4.07,RU,1707530969
343,cloverdale,38.8055,-123.0172,52.84,96,68,4.54,US,1707530969
344,guiren,33.6697,118.1889,41.99,70,0,7.31,CN,1707530969
345,caibarien,22.5206,-79.4669,65.52,68,4,16.06,CU,1707530969
346,westport,41.1415,-73.3579,44.19,86,0,3.44,US,1707530969
347,lata,40.1629,-8.3327,53.82,94,69,6.53,PT,1707530969
348,antofagasta,-23.65,-70.4,69.1,88,70,11.1,CL,1707530910
349,hasaki,35.7333,140.8333,54.28,57,91,5.41,JP,1707530970
350,gereida,11.2811,25.1414,69.71,19,8,10.49,SD,1707530970
351,coos bay,43.3665,-124.2179,47.34,93,100,6.91,US,1707530970
352,port saint john's,-31.6229,29.5448,68.04,90,100,5.61,ZA,1707530970
353,ancud,-41.8697,-73.8203,55.35,86,0,2.82,CL,1707530970
354,darbhanga,26.1667,85.9,52.93,62,0,5.26,IN,1707530970
355,arteche,12.2645,125.4048,81.77,66,20,12.17,PH,1707530970
356,salekhard,66.53,66.6019,-8.18,86,24,18.52,RU,1707530970
357,kulhudhuffushi,6.6221,73.07,82.13,69,86,16.33,MV,1707530970
358,shingu,33.7333,135.9833,53.55,46,42,7.67,JP,1707530970
359,kununurra,-15.7667,128.7333,89.58,62,40,5.75,AU,1707530971
360,north bend,43.4065,-124.2243,47.26,93,100,6.91,US,1707530971
361,ivins,37.1686,-113.6794,41.13,82,100,2.84,US,1707530971
362,tionk essil,12.7856,-16.5217,73.8,62,0,7.47,SN,1707530971
363,griffith,41.5284,-87.4237,50.25,82,0,5.75,US,1707530971
364,vila velha,-20.3297,-40.2925,75.94,92,0,3.44,BR,1707530971
365,kabalo,-6.05,26.9167,69.22,96,29,1.28,CD,1707530971
366,sept-iles,50.2001,-66.3821,26.06,95,100,4.61,CA,1707530762
367,pasni,25.2631,63.471,68.23,71,0,7.45,PK,1707530972
368,dalby,-27.1833,151.2667,84.72,48,100,13.22,AU,1707530972
369,timimoun,29.2639,0.231,67.44,11,71,20.56,DZ,1707530972
370,las lajitas,-24.6833,-64.25,72.95,95,97,5.21,AR,1707530972
371,bubaque,11.2833,-15.8333,78.73,79,2,8.68,GW,1707530972
372,asikkala,61.2167,25.5,0.52,96,59,4.03,FI,1707530972
373,nanao,37.05,136.9667,48.18,72,94,18.39,JP,1707530972
374,kyren,51.6828,102.1408,19.94,75,100,5.01,RU,1707530972
375,tahoua,14.8888,5.2692,67.03,13,5,8.46,NE,1707530972
376,baihar,22.1,80.55,57.67,29,0,2.57,IN,1707530973
377,enewetak,11.3474,162.3373,79.75,80,100,22.44,MH,1707530973
378,acarau,-2.8856,-40.12,82.29,79,100,17.13,BR,1707530973
379,trinidad,-14.8333,-64.9,81.84,69,88,3.62,BO,1707530973
380,siliana,36.085,9.3708,58.17,42,100,26.57,TN,1707530973
381,pudozh,61.8099,36.5345,-10.05,100,99,3.0,RU,1707530973
382,tsiombe,-25.3,45.4833,74.16,85,0,5.35,MG,1707530973
383,zadar,44.1197,15.2422,56.01,82,40,11.5,HR,1707530957
384,fonte boa,-2.4959,-66.2662,76.51,96,100,2.06,BR,1707530973
385,mammoth lakes,37.6485,-118.9721,25.52,69,100,11.5,US,1707530974
386,bure,10.7,37.0667,61.38,43,40,4.38,ET,1707530974
387,batang,-6.4846,110.7083,83.07,76,93,7.29,ID,1707530896
388,kolomna,55.0794,38.7783,-7.94,100,71,4.0,RU,1707530974
389,kindu,-2.95,25.95,70.36,99,100,3.22,CD,1707530974
390,keflavik,64.0049,-22.5624,23.43,74,0,10.36,IS,1707530974
391,ad dilam,23.9915,47.1627,59.41,40,68,6.6,SA,1707530974
392,labrador city,52.9463,-66.9114,24.19,99,100,5.21,CA,1707530974
393,kerikeri,-35.2268,173.9474,77.4,66,100,7.85,NZ,1707530974
394,enshi,30.3,109.4833,43.57,81,75,0.87,CN,1707530974
395,tasqala,51.1167,50.3167,3.56,96,15,5.39,KZ,1707530975
396,repatriacion,-25.5333,-55.95,72.12,98,100,1.95,PY,1707530975
397,vlasim,49.7063,14.8988,46.27,85,100,3.87,CZ,1707530975
398,porto novo,6.4965,2.6036,76.5,85,48,5.44,BJ,1707530975
399,shanhecun,44.7,127.2,12.24,93,100,7.18,CN,1707530975
400,corte,42.25,9.25,59.4,85,100,3.42,FR,1707530975
401,el nido,11.1858,119.3956,80.28,74,7,8.61,PH,1707530975
402,namdrik,5.5994,168.1028,81.43,80,100,19.53,MH,1707530975
403,kailua-kona,19.6406,-155.9956,78.76,87,40,9.22,US,1707530920
404,vila franca do campo,37.7167,-25.4333,59.41,85,100,3.33,PT,1707530975
405,harstad,68.799,16.5293,28.15,91,94,21.0,NO,1707530976
406,nyrob,60.733,56.7202,-9.2,100,60,3.38,RU,1707530976
407,ouani,-12.1322,44.4258,81.86,81,46,7.11,KM,1707530976
408,melfort,52.8667,-104.6177,22.08,92,97,13.2,CA,1707530976
409,torquay,50.4638,-3.5143,46.36,93,56,5.99,GB,1707530976
410,togur,58.3631,82.8265,26.15,93,100,8.01,RU,1707530976
411,ozalp,38.6548,43.993,15.04,96,68,3.31,TR,1707530976
412,acapulco de juarez,16.8634,-99.8901,82.22,65,20,5.75,MX,1707530881
413,nyurba,63.2842,118.3319,-18.96,97,100,1.43,RU,1707530976
414,fale old settlement,-9.3852,-171.2468,83.5,79,100,15.03,TK,1707530976
415,pisco,-13.7,-76.2167,75.25,88,100,14.97,PE,1707530976
416,yuzhno-kurilsk,44.0306,145.8556,24.37,66,100,1.86,RU,1707530977
417,santa terezinha,-29.9002,-50.0904,76.71,95,97,5.17,BR,1707530977
418,miandrivazo,-19.5167,45.4667,77.04,91,100,2.8,MG,1707530977
419,padangsidempuan,1.3667,99.2667,77.13,89,97,3.62,ID,1707530977
420,brisas de zicatela,15.8369,-97.0419,77.52,73,75,8.05,MX,1707530977
421,qui nhon,13.7667,109.2333,73.62,86,89,18.3,VN,1707530977
422,dubrovnik,42.6481,18.0922,56.84,88,75,17.27,HR,1707530897
423,el bayadh,33.6832,1.0193,48.27,77,98,27.6,DZ,1707530977
424,formosa,-26.1775,-58.1781,76.35,94,98,4.41,AR,1707530977
425,san jeronimo de juarez,17.1333,-100.4667,75.58,75,21,3.2,MX,1707530977
426,mragowo,53.8644,21.3051,32.0,93,100,12.75,PL,1707530977
427,bhilwara,25.35,74.6333,50.67,36,0,5.37,IN,1707530959
428,as sulaymaniyah,35.5611,45.4375,41.43,100,75,4.61,IQ,1707530977
429,sumbawa besar,-8.5,117.4333,85.62,67,16,4.97,ID,1707530978
430,viedma,-40.8135,-62.9967,68.56,82,100,8.79,AR,1707530978
431,la cruz,23.9167,-106.9,69.48,61,100,12.53,MX,1707530978
432,myanaung,18.2833,95.3167,74.19,32,2,8.93,MM,1707530978
433,sinabang,2.4803,96.3801,81.21,84,100,3.15,ID,1707530978
434,aksu,41.1231,80.2644,29.97,64,0,3.51,CN,1707530978
435,nuuk,64.1835,-51.7216,11.01,67,75,9.22,GL,1707530978
436,kanel,15.4916,-13.1763,80.91,10,0,8.68,SN,1707530978
437,carutapera,-1.195,-46.02,77.0,94,61,6.38,BR,1707530978
438,ulladulla,-35.35,150.4667,70.81,62,80,8.3,AU,1707530978
439,bonthe,7.5264,-12.505,79.79,86,100,4.25,SL,1707530979
440,al muwayh,22.4333,41.7583,60.28,42,15,7.67,SA,1707530979
441,howard springs,-12.497,131.047,90.99,80,6,5.39,AU,1707530979
442,zambezi,-13.5432,23.1047,66.02,86,89,1.7,ZM,1707530979
443,aoulef,26.9667,1.0833,65.03,12,95,12.57,DZ,1707530979
444,ati,13.2154,18.3353,66.99,13,0,8.63,TD,1707530979
445,kuala terengganu,5.3302,103.1408,79.68,81,90,10.04,MY,1707530979
446,saint-francois,46.4154,3.9054,47.64,88,0,5.75,FR,1707530979
447,las heras,-46.5419,-68.9359,66.85,37,33,10.67,AR,1707530979
448,yarmouth,41.7057,-70.2286,41.14,90,75,5.01,US,1707530979
449,lepe,37.2548,-7.2043,57.18,83,2,15.57,ES,1707530980
450,kuragino,53.8975,92.6725,22.75,86,100,7.27,RU,1707530980
451,turochak,52.2576,87.1224,31.01,91,100,3.78,RU,1707530980
452,nabire,-3.3667,135.4833,82.33,77,50,3.76,ID,1707530980
453,tommot,58.9564,126.2925,-12.71,97,95,1.23,RU,1707530980
454,kelso,46.1468,-122.9084,44.83,91,100,4.61,US,1707530980
455,nemuro,43.3236,145.575,25.7,77,100,3.67,JP,1707530980
456,nizhneangarsk,55.7833,109.55,12.0,95,100,1.01,RU,1707530980
457,axim,4.8699,-2.2405,77.05,90,5,1.01,GH,1707530980
458,yeppoon,-23.1333,150.7333,89.38,46,15,13.13,AU,1707530981
459,kolonia town,6.964,158.206,86.0,70,100,8.05,FM,1707530981
460,gulf shores,30.246,-87.7008,64.45,83,100,6.91,US,1707530981
461,slavyanka,42.8633,131.3847,24.8,65,91,3.31,RU,1707530981
462,zhangjiakou,40.81,114.8794,18.36,85,10,4.9,CN,1707530981
463,chyorny yar,48.0624,46.1091,27.73,97,100,10.18,RU,1707530981
464,karoi,-16.8099,29.6925,63.32,81,91,0.78,ZW,1707530981
465,zouerate,22.7187,-12.4521,66.72,11,53,7.61,MR,1707530981
466,smithers,54.7804,-127.1743,21.52,93,100,2.3,CA,1707530728
467,greater sudbury,46.49,-80.99,37.06,95,100,8.99,CA,1707530722
468,malente,54.1712,10.5552,37.15,98,100,9.78,DE,1707530981
469,severo-yeniseyskiy,60.3725,93.0408,17.58,96,100,5.99,RU,1707530981
470,selma,36.5708,-119.6121,52.63,74,75,5.75,US,1707530982
471,east london,-33.0153,27.9116,68.31,61,35,19.55,ZA,1707530982
472,saint-joseph,-21.3667,55.6167,77.38,83,100,4.43,RE,1707530982
473,poronaysk,49.2167,143.1167,3.43,85,21,4.83,RU,1707530982
474,boa vista,2.8197,-60.6733,84.18,61,40,12.66,BR,1707530982
475,kwang binh,17.4833,106.6,59.27,85,100,11.36,VN,1707530982
476,chokwe,-24.5333,32.9833,74.62,85,44,1.52,MZ,1707530982
477,shenjiamen,29.9576,122.298,46.0,59,0,4.41,CN,1707530982
478,mutuali,-14.8706,37.0044,67.23,92,100,1.97,MZ,1707530982
479,novouzensk,50.4592,48.1431,15.35,87,82,3.76,RU,1707530982
480,fallon,39.4735,-118.7774,37.27,65,75,5.75,US,1707530982
481,yabassi,4.457,9.9682,75.52,92,9,1.07,CM,1707530983
482,la'ie,21.6477,-157.9253,76.96,75,36,5.99,US,1707530983
483,broome,42.2506,-75.833,51.19,69,0,6.91,US,1707530918
484,conception bay south,47.4999,-52.9981,27.55,94,38,11.01,CA,1707530906
485,lobujya,27.95,86.8167,2.93,17,0,2.84,NP,1707530983
486,amga,60.8953,131.9608,-26.32,98,99,0.83,RU,1707530983
487,george town,5.4112,100.3354,84.13,71,20,4.61,MY,1707530782
488,ma'an,26.9775,110.7211,46.2,74,8,3.42,CN,1707530983
489,al kharijah,25.4514,30.5464,54.36,37,0,7.4,EG,1707530983
490,matonga,-2.3833,34.0833,64.53,92,29,3.27,TZ,1707530983
491,meadow lake,34.8014,-106.5436,40.46,37,27,3.18,US,1707530984
492,san patricio,28.017,-97.5169,71.83,84,100,7.78,US,1707530984
493,dhuusamarreeb,5.535,46.3861,72.14,84,25,16.08,SO,1707530984
494,sambava,-14.2667,50.1667,74.34,99,100,1.66,MG,1707530984
495,imbituba,-28.24,-48.6703,77.86,98,98,3.24,BR,1707530787
496,makar'yev,57.8797,43.8069,-14.46,100,97,2.89,RU,1707530984
497,gijang,35.2442,129.2139,42.39,34,0,6.71,KR,1707530984
498,follonica,42.9263,10.7616,60.51,90,100,15.97,IT,1707530910
499,conceicao da barra,-18.5933,-39.7322,72.61,93,14,4.38,BR,1707530984
500,pilani,28.3684,75.6041,48.81,38,0,4.0,IN,1707530984
501,sittwe,20.15,92.9,64.72,42,0,5.55,MM,1707530984
502,la sarre,48.8002,-79.1996,33.76,99,100,8.81,CA,1707530984
503,kluang,2.0251,103.3328,80.85,74,96,6.13,MY,1707530985
504,rovaniemi,66.5,25.7167,-4.59,84,100,3.44,FI,1707530985
505,rio grande,-32.035,-52.0986,78.94,91,62,16.24,BR,1707530985
506,choibalsan,48.0667,114.5,4.1,81,99,11.05,MN,1707530985
507,vadso,70.0744,29.7487,8.76,92,100,8.05,NO,1707530985
508,alpena,45.0617,-83.4327,43.12,78,100,8.05,US,1707530888
509,holualoa,19.6228,-155.9522,75.04,88,40,9.22,US,1707530985
510,thinadhoo,0.5333,72.9333,83.03,72,100,14.45,MV,1707530985
511,tromso,69.6496,18.957,23.02,68,20,24.16,NO,1707530740
512,minas de marcona,-15.2119,-75.1103,67.69,82,49,10.36,PE,1707530985
513,belmonte,-15.8631,-38.8828,74.12,91,100,5.26,BR,1707530985
514,robertsport,6.7533,-11.3686,81.19,86,91,7.38,LR,1707530985
515,aur,8.1499,171.1687,80.2,83,100,25.34,MH,1707530986
516,tchibanga,-2.85,11.0333,73.72,96,100,2.44,GA,1707530986
517,zaragoza,41.6561,-0.8773,54.05,64,20,18.41,ES,1707530986
518,keren,15.7778,38.4581,65.44,37,0,3.67,ER,1707530986
519,kangding,30.0513,101.9603,35.49,35,0,5.93,CN,1707530986
520,tianchang,37.9981,114.0156,36.9,53,100,4.81,CN,1707530986
521,lompoc,34.6391,-120.4579,54.79,75,0,14.97,US,1707530986
522,yulinshi,38.2906,109.7494,28.44,62,97,17.29,CN,1707530986
523,klaksvik,62.2266,-6.589,36.52,69,100,25.28,FO,1707530986
524,palmas,-10.2128,-48.3603,76.87,100,75,0.0,BR,1707530986
525,ampanihy,-24.7,44.75,75.74,76,1,4.94,MG,1707530987
526,hastings,50.8552,0.5729,50.13,94,100,15.61,GB,1707530987
527,tateyama,34.9833,139.8667,48.76,70,100,5.08,JP,1707530987
528,pamanukan,-6.2842,107.8106,82.76,80,52,5.12,ID,1707530987
529,villa gesell,-37.2639,-56.973,74.05,97,100,14.23,AR,1707530987
530,jalai nur,49.45,117.7,-1.64,95,100,4.43,CN,1707530987
531,maputo,-25.9653,32.5892,73.83,94,100,8.72,MZ,1707530821
532,flying fish cove,-10.4217,105.6791,83.88,78,75,6.91,CX,1707530987
533,ponta delgada,37.7333,-25.6667,59.72,82,40,2.3,PT,1707530988
534,victorica,-36.2151,-65.4359,69.87,87,100,8.86,AR,1707530988
535,ouddorp,51.8117,3.9347,52.02,86,96,17.05,NL,1707530988
536,bougouni,11.417,-7.479,76.73,13,4,4.47,ML,1707530988
537,biella,45.5871,8.0859,45.7,97,100,4.07,IT,1707530988
538,khawr fakkan,25.3313,56.342,64.45,73,12,4.81,AE,1707530988
539,namibe,-15.1961,12.1522,75.76,80,100,4.63,AO,1707530988
540,okha,53.5739,142.9478,-2.09,89,44,6.17,RU,1707530988
541,arish,31.1316,33.7984,61.65,64,0,4.45,EG,1707530989
542,n'zeto,-7.2312,12.8666,82.58,82,100,10.02,AO,1707530989
543,barcelos,41.5388,-8.6151,53.74,84,14,7.92,PT,1707530989
544,leiston,52.2061,1.5776,49.32,98,93,13.02,GB,1707530989
545,caconda,-13.7333,15.0667,61.32,94,96,1.52,AO,1707530989
546,galvez,-32.0293,-61.221,74.44,86,96,4.47,AR,1707530989
547,oodweyne,9.4092,45.064,65.71,80,2,5.61,SO,1707530989
548,tangalle,6.024,80.7911,73.56,70,7,12.86,LK,1707530887
549,saint-louis,16.3333,-15.0,76.89,10,0,9.17,SN,1707530989
550,christchurch,-43.5333,172.6333,79.92,29,100,13.8,NZ,1707530706
551,kosh-agach,50.0,88.6667,1.31,82,95,1.01,RU,1707530990
552,mulki,13.1,74.8,76.28,100,75,6.91,IN,1707530958
553,baykal'sk,51.5058,104.1469,24.58,75,55,5.79,RU,1707530990
554,sola,-13.8833,167.55,82.26,82,100,27.51,VU,1707530990
555,susz,53.7174,19.3365,32.72,91,100,1.99,PL,1707530990
556,dondo,-19.6094,34.7431,76.51,95,34,4.72,MZ,1707530990
